70035 silly lifecycle ordered-ast-traverse@1.1.1~preinstall: no script for preinstall, continuing
70398 silly lifecycle karma@0.13.22~preinstall: no script for preinstall, continuing
70399 silly doReverseSerial remove 0
70400 silly doSerial move 0
70401 silly doSerial finalize 787
70402 silly finalize /Users/Yann/Projects/angular-gettext/node_modules/abbrev
70403 silly finalize /Users/Yann/Projects/angular-gettext/node_modules/acorn
70404 silly finalize /Users/Yann/Projects/angular-gettext/node_modules/adm-zip
70405 silly finalize /Users/Yann/Projects/angular-gettext/node_modules/after
70406 silly finalize /Users/Yann/Projects/angular-gettext/node_modules/agent-base/node_modules/semver
70407 silly finalize /Users/Yann/Projects/angular-gettext/node_modules/ansi-regex
70408 silly finalize /Users/Yann/Projects/angular-gettext/node_modules/ansi-styles
70409 silly finalize /Users/Yann/Projects/angular-gettext/node_modules/arr-flatten
70410 silly finalize /Users/Yann/Projects/angular-gettext/node_modules/arr-diff
70411 silly finalize /Users/Yann/Projects/angular-gettext/node_modules/array-find-index
70412 silly finalize /Users/Yann/Projects/angular-gettext/node_modules/array-slice
70413 silly finalize /Users/Yann/Projects/angular-gettext/node_modules/array-unique
70414 silly finalize /Users/Yann/Projects/angular-gettext/node_modules/arraybuffer.slice
70415 silly finalize /Users/Yann/Projects/angular-gettext/node_modules/arrify
70416 silly finalize /Users/Yann/Projects/angular-gettext/node_modules/asn1
70417 silly finalize /Users/Yann/Projects/angular-gettext/node_modules/assert-plus
70418 silly finalize /Users/Yann/Projects/angular-gettext/node_modules/assertion-error
70419 silly finalize /Users/Yann/Projects/angular-gettext/node_modules/async
70420 silly finalize /Users/Yann/Projects/angular-gettext/node_modules/async-each
70421 silly finalize /Users/Yann/Projects/angular-gettext/node_modules/aws-sign
70422 silly finalize /Users/Yann/Projects/angular-gettext/node_modules/aws-sign2
70423 silly finalize /Users/Yann/Projects/angular-gettext/node_modules/aws4
70424 silly finalize /Users/Yann/Projects/angular-gettext/node_modules/babylon
70425 silly finalize /Users/Yann/Projects/angular-gettext/node_modules/backo2
70426 silly finalize /Users/Yann/Projects/angular-gettext/node_modules/balanced-match
70427 silly finalize /Users/Yann/Projects/angular-gettext/node_modules/base64-arraybuffer
70428 silly finalize /Users/Yann/Projects/angular-gettext/node_modules/base64id
70429 silly finalize /Users/Yann/Projects/angular-gettext/node_modules/basic-auth
70430 silly finalize /Users/Yann/Projects/angular-gettext/node_modules/batch
70431 silly finalize /Users/Yann/Projects/angular-gettext/node_modules/benchmark
70432 silly finalize /Users/Yann/Projects/angular-gettext/node_modules/binary-extensions
70433 silly finalize /Users/Yann/Projects/angular-gettext/node_modules/blob
70434 silly finalize /Users/Yann/Projects/angular-gettext/node_modules/bloomfilter
70435 silly finalize /Users/Yann/Projects/angular-gettext/node_modules/bluebird
70436 silly finalize /Users/Yann/Projects/angular-gettext/node_modules/body-parser/node_modules/qs
70437 silly finalize /Users/Yann/Projects/angular-gettext/node_modules/bower
70438 silly finalize /Users/Yann/Projects/angular-gettext/node_modules/bower-config/node_modules/graceful-fs
70439 silly finalize /Users/Yann/Projects/angular-gettext/node_modules/buffer-shims
70440 silly finalize /Users/Yann/Projects/angular-gettext/node_modules/builtin-modules
70441 silly finalize /Users/Yann/Projects/angular-gettext/node_modules/bytes
70442 silly finalize /Users/Yann/Projects/angular-gettext/node_modules/callsite
70443 silly finalize /Users/Yann/Projects/angular-gettext/node_modules/better-assert
70444 silly finalize /Users/Yann/Projects/angular-gettext/node_modules/camelcase
70445 silly finalize /Users/Yann/Projects/angular-gettext/node_modules/canonical-path
70446 silly finalize /Users/Yann/Projects/angular-gettext/node_modules/caseless
70447 silly finalize /Users/Yann/Projects/angular-gettext/node_modules/cliui/node_modules/wordwrap
70448 silly finalize /Users/Yann/Projects/angular-gettext/node_modules/coffee-script
70449 silly finalize /Users/Yann/Projects/angular-gettext/node_modules/colors
70450 silly finalize /Users/Yann/Projects/angular-gettext/node_modules/cli-table
70451 silly finalize /Users/Yann/Projects/angular-gettext/node_modules/component-bind
70452 silly finalize /Users/Yann/Projects/angular-gettext/node_modules/component-emitter
70453 silly finalize /Users/Yann/Projects/angular-gettext/node_modules/component-inherit
70454 silly finalize /Users/Yann/Projects/angular-gettext/node_modules/concat-map
70455 silly finalize /Users/Yann/Projects/angular-gettext/node_modules/brace-expansion
70456 silly finalize /Users/Yann/Projects/angular-gettext/node_modules/cli/node_modules/minimatch
70457 silly finalize /Users/Yann/Projects/angular-gettext/node_modules/connect-livereload
70458 silly finalize /Users/Yann/Projects/angular-gettext/node_modules/content-type
70459 silly finalize /Users/Yann/Projects/angular-gettext/node_modules/convert-source-map
70460 silly finalize /Users/Yann/Projects/angular-gettext/node_modules/cookie-jar
70461 silly finalize /Users/Yann/Projects/angular-gettext/node_modules/core-js
70462 silly finalize /Users/Yann/Projects/angular-gettext/node_modules/core-util-is
70463 silly finalize /Users/Yann/Projects/angular-gettext/node_modules/corser
70464 silly finalize /Users/Yann/Projects/angular-gettext/node_modules/currently-unhandled
70465 silly finalize /Users/Yann/Projects/angular-gettext/node_modules/custom-event
70466 silly finalize /Users/Yann/Projects/angular-gettext/node_modules/cycle
70467 silly finalize /Users/Yann/Projects/angular-gettext/node_modules/dashdash/node_modules/assert-plus
70468 silly finalize /Users/Yann/Projects/angular-gettext/node_modules/dashdash
70469 silly finalize /Users/Yann/Projects/angular-gettext/node_modules/date-now
70470 silly finalize /Users/Yann/Projects/angular-gettext/node_modules/console-browserify
70471 silly finalize /Users/Yann/Projects/angular-gettext/node_modules/decamelize
70472 silly finalize /Users/Yann/Projects/angular-gettext/node_modules/deep-eql/node_modules/type-detect
70473 silly finalize /Users/Yann/Projects/angular-gettext/node_modules/deep-eql
70474 silly finalize /Users/Yann/Projects/angular-gettext/node_modules/deep-equal
70475 silly finalize /Users/Yann/Projects/angular-gettext/node_modules/delayed-stream
70476 silly finalize /Users/Yann/Projects/angular-gettext/node_modules/combined-stream
70477 silly finalize /Users/Yann/Projects/angular-gettext/node_modules/depd
70478 silly finalize /Users/Yann/Projects/angular-gettext/node_modules/dependency-graph
70479 silly finalize /Users/Yann/Projects/angular-gettext/node_modules/destroy
70480 silly finalize /Users/Yann/Projects/angular-gettext/node_modules/dgeni-packages/node_modules/async
70481 silly finalize /Users/Yann/Projects/angular-gettext/node_modules/dgeni-packages/node_modules/colors
70482 silly finalize /Users/Yann/Projects/angular-gettext/node_modules/dgeni-packages/node_modules/lodash
70483 silly finalize /Users/Yann/Projects/angular-gettext/node_modules/dgeni-packages/node_modules/q
70484 silly finalize /Users/Yann/Projects/angular-gettext/node_modules/dgeni/node_modules/lodash
70485 silly finalize /Users/Yann/Projects/angular-gettext/node_modules/di
70486 silly finalize /Users/Yann/Projects/angular-gettext/node_modules/diff
70487 silly finalize /Users/Yann/Projects/angular-gettext/node_modules/dom-serializer/node_modules/domelementtype
70488 silly finalize /Users/Yann/Projects/angular-gettext/node_modules/domelementtype
70489 silly finalize /Users/Yann/Projects/angular-gettext/node_modules/domhandler
70490 silly finalize /Users/Yann/Projects/angular-gettext/node_modules/ecstatic/node_modules/minimist
70491 silly finalize /Users/Yann/Projects/angular-gettext/node_modules/ee-first
70492 silly finalize /Users/Yann/Projects/angular-gettext/node_modules/encodeurl
70493 silly finalize /Users/Yann/Projects/angular-gettext/node_modules/engine.io-parser/node_modules/isarray
70494 silly finalize /Users/Yann/Projects/angular-gettext/node_modules/engine.io-parser/node_modules/has-binary
70495 silly finalize /Users/Yann/Projects/angular-gettext/node_modules/ent
70496 silly finalize /Users/Yann/Projects/angular-gettext/node_modules/entities
70497 silly finalize /Users/Yann/Projects/angular-gettext/node_modules/dom-serializer
70498 silly finalize /Users/Yann/Projects/angular-gettext/node_modules/domutils
70499 silly finalize /Users/Yann/Projects/angular-gettext/node_modules/es6-promise
70500 silly finalize /Users/Yann/Projects/angular-gettext/node_modules/escape-html
70501 silly finalize /Users/Yann/Projects/angular-gettext/node_modules/escape-string-regexp
70502 silly finalize /Users/Yann/Projects/angular-gettext/node_modules/espree
70503 silly finalize /Users/Yann/Projects/angular-gettext/node_modules/estraverse
70504 silly finalize /Users/Yann/Projects/angular-gettext/node_modules/etag
70505 silly finalize /Users/Yann/Projects/angular-gettext/node_modules/eventemitter2
70506 silly finalize /Users/Yann/Projects/angular-gettext/node_modules/eventemitter3
70507 silly finalize /Users/Yann/Projects/angular-gettext/node_modules/exit
70508 silly finalize /Users/Yann/Projects/angular-gettext/node_modules/expand-braces/node_modules/is-number
70509 silly finalize /Users/Yann/Projects/angular-gettext/node_modules/expand-braces/node_modules/repeat-string
70510 silly finalize /Users/Yann/Projects/angular-gettext/node_modules/expand-braces/node_modules/expand-range
70511 silly finalize /Users/Yann/Projects/angular-gettext/node_modules/expand-braces/node_modules/braces
70512 silly finalize /Users/Yann/Projects/angular-gettext/node_modules/expand-braces
70513 silly finalize /Users/Yann/Projects/angular-gettext/node_modules/extend
70514 silly finalize /Users/Yann/Projects/angular-gettext/node_modules/agent-base
70515 silly finalize /Users/Yann/Projects/angular-gettext/node_modules/extract-zip/node_modules/debug
70516 silly finalize /Users/Yann/Projects/angular-gettext/node_modules/extract-zip/node_modules/minimist
70517 silly finalize /Users/Yann/Projects/angular-gettext/node_modules/extract-zip/node_modules/mkdirp
70518 silly finalize /Users/Yann/Projects/angular-gettext/node_modules/extsprintf
70519 silly finalize /Users/Yann/Projects/angular-gettext/node_modules/eyes
70520 silly finalize /Users/Yann/Projects/angular-gettext/node_modules/filename-regex
70521 silly finalize /Users/Yann/Projects/angular-gettext/node_modules/findup-sync/node_modules/minimatch
70522 silly finalize /Users/Yann/Projects/angular-gettext/node_modules/for-in
70523 silly finalize /Users/Yann/Projects/angular-gettext/node_modules/for-own
70524 silly finalize /Users/Yann/Projects/angular-gettext/node_modules/forever-agent
70525 silly finalize /Users/Yann/Projects/angular-gettext/node_modules/form-data/node_modules/async
70526 silly finalize /Users/Yann/Projects/angular-gettext/node_modules/form-data/node_modules/mime
70527 silly finalize /Users/Yann/Projects/angular-gettext/node_modules/form-data
70528 silly finalize /Users/Yann/Projects/angular-gettext/node_modules/fresh
70529 silly finalize /Users/Yann/Projects/angular-gettext/node_modules/fs-extra/node_modules/graceful-fs
70530 silly finalize /Users/Yann/Projects/angular-gettext/node_modules/fs.realpath
70531 silly finalize /Users/Yann/Projects/angular-gettext/node_modules/generate-function
70532 silly finalize /Users/Yann/Projects/angular-gettext/node_modules/get-stdin
70533 silly finalize /Users/Yann/Projects/angular-gettext/node_modules/getobject
70534 silly finalize /Users/Yann/Projects/angular-gettext/node_modules/getpass/node_modules/assert-plus
70535 silly finalize /Users/Yann/Projects/angular-gettext/node_modules/getpass
70536 silly finalize /Users/Yann/Projects/angular-gettext/node_modules/globule/node_modules/lodash
70537 silly finalize /Users/Yann/Projects/angular-gettext/node_modules/globule/node_modules/minimatch
70538 silly finalize /Users/Yann/Projects/angular-gettext/node_modules/graceful-fs
70539 silly finalize /Users/Yann/Projects/angular-gettext/node_modules/graceful-readlink
70540 silly finalize /Users/Yann/Projects/angular-gettext/node_modules/commander
70541 silly finalize /Users/Yann/Projects/angular-gettext/node_modules/growl
70542 silly finalize /Users/Yann/Projects/angular-gettext/node_modules/grunt-bump/node_modules/semver
70543 silly finalize /Users/Yann/Projects/angular-gettext/node_modules/grunt-bump
70544 silly finalize /Users/Yann/Projects/angular-gettext/node_modules/grunt-contrib-clean/node_modules/async
70545 silly finalize /Users/Yann/Projects/angular-gettext/node_modules/grunt-contrib-connect/node_modules/async
70546 silly finalize /Users/Yann/Projects/angular-gettext/node_modules/grunt-contrib-watch/node_modules/async
70547 silly finalize /Users/Yann/Projects/angular-gettext/node_modules/grunt-contrib-watch/node_modules/lodash
70548 silly finalize /Users/Yann/Projects/angular-gettext/node_modules/grunt-jscs/node_modules/lodash
70549 silly finalize /Users/Yann/Projects/angular-gettext/node_modules/grunt-karma/node_modules/lodash
